forecast_execution_date_ept,forecast_date,forecast_gen_outage_mw_rto,forecast_gen_outage_mw_west,forecast_gen_outage_mw_other
1/31/2024 12:00:00 AM,4/21/2024 12:00:00 AM,42564,22136,20428
1/31/2024 12:00:00 AM,4/22/2024 12:00:00 AM,40915,21718,19197
1/31/2024 12:00:00 AM,4/23/2024 12:00:00 AM,34542,16436,18106
1/31/2024 12:00:00 AM,4/24/2024 12:00:00 AM,33680,15681,17999
1/31/2024 12:00:00 AM,4/25/2024 12:00:00 AM,33891,16423,17468
1/31/2024 12:00:00 AM,4/26/2024 12:00:00 AM,33848,16095,17753
1/31/2024 12:00:00 AM,4/27/2024 12:00:00 AM,36687,18220,18467
1/31/2024 12:00:00 AM,4/28/2024 12:00:00 AM,35874,16985,18889
1/31/2024 12:00:00 AM,4/29/2024 12:00:00 AM,33657,15602,18055
1/31/2024 12:00:00 AM,4/30/2024 12:00:00 AM,31349,14882,16467
1/31/2024 12:00:00 AM,5/1/2024 12:00:00 AM,30494,15227,15267
1/30/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/30/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/30/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/30/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/30/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/30/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1643,26,1617
1/30/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1640,23,1617
1/30/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1640,23,1617
1/30/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1640,23,1617
1/30/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1640,26,1614
1/30/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1595,26,1569
1/30/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2097,26,2071
1/30/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3089,26,3063
1/30/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3086,23,3063
1/30/2024 12:00:00 AM,2/14/2024 12:00:00 AM,3086,23,3063
1/30/2024 12:00:00 AM,2/15/2024 12:00:00 AM,3086,23,3063
1/30/2024 12:00:00 AM,2/16/2024 12:00:00 AM,2919,26,2893
1/30/2024 12:00:00 AM,2/17/2024 12:00:00 AM,3131,251,2880
1/30/2024 12:00:00 AM,2/18/2024 12:00:00 AM,3131,251,2880
1/30/2024 12:00:00 AM,2/19/2024 12:00:00 AM,4375,1432,2943
1/30/2024 12:00:00 AM,2/20/2024 12:00:00 AM,5064,2121,2943
1/30/2024 12:00:00 AM,2/21/2024 12:00:00 AM,5106,2121,2985
1/30/2024 12:00:00 AM,2/22/2024 12:00:00 AM,5064,2121,2943
1/30/2024 12:00:00 AM,2/23/2024 12:00:00 AM,6219,2309,3910
1/30/2024 12:00:00 AM,2/24/2024 12:00:00 AM,7495,2309,5186
1/30/2024 12:00:00 AM,2/25/2024 12:00:00 AM,7505,2319,5186
1/30/2024 12:00:00 AM,2/26/2024 12:00:00 AM,7663,2319,5344
1/30/2024 12:00:00 AM,2/27/2024 12:00:00 AM,7635,2316,5319
1/30/2024 12:00:00 AM,2/28/2024 12:00:00 AM,7635,2316,5319
1/30/2024 12:00:00 AM,2/29/2024 12:00:00 AM,7635,2316,5319
1/30/2024 12:00:00 AM,3/1/2024 12:00:00 AM,10005,3745,6260
1/30/2024 12:00:00 AM,3/2/2024 12:00:00 AM,10899,3952,6947
1/30/2024 12:00:00 AM,3/3/2024 12:00:00 AM,12919,4892,8027
1/30/2024 12:00:00 AM,3/4/2024 12:00:00 AM,15374,4892,10482
1/30/2024 12:00:00 AM,3/5/2024 12:00:00 AM,15401,4919,10482
1/30/2024 12:00:00 AM,3/6/2024 12:00:00 AM,15400,5679,9721
1/30/2024 12:00:00 AM,3/7/2024 12:00:00 AM,15400,5679,9721
1/30/2024 12:00:00 AM,3/8/2024 12:00:00 AM,15604,5832,9772
1/30/2024 12:00:00 AM,3/9/2024 12:00:00 AM,19525,9148,10377
1/30/2024 12:00:00 AM,3/10/2024 12:00:00 AM,19636,8785,10851
1/30/2024 12:00:00 AM,3/11/2024 12:00:00 AM,19961,8785,11176
1/30/2024 12:00:00 AM,3/12/2024 12:00:00 AM,20117,8941,11176
1/30/2024 12:00:00 AM,3/13/2024 12:00:00 AM,19935,8941,10994
1/30/2024 12:00:00 AM,3/14/2024 12:00:00 AM,19398,8782,10616
1/30/2024 12:00:00 AM,3/15/2024 12:00:00 AM,20270,9089,11181
1/30/2024 12:00:00 AM,3/16/2024 12:00:00 AM,23087,9904,13183
1/30/2024 12:00:00 AM,3/17/2024 12:00:00 AM,23484,10301,13183
1/30/2024 12:00:00 AM,3/18/2024 12:00:00 AM,24136,11141,12995
1/30/2024 12:00:00 AM,3/19/2024 12:00:00 AM,24153,10935,13218
1/30/2024 12:00:00 AM,3/20/2024 12:00:00 AM,23602,10935,12667
1/30/2024 12:00:00 AM,3/21/2024 12:00:00 AM,23043,10858,12185
1/30/2024 12:00:00 AM,3/22/2024 12:00:00 AM,23453,10905,12548
1/30/2024 12:00:00 AM,3/23/2024 12:00:00 AM,25871,11145,14726
1/30/2024 12:00:00 AM,3/24/2024 12:00:00 AM,27051,11945,15106
1/30/2024 12:00:00 AM,3/25/2024 12:00:00 AM,27521,12034,15487
1/30/2024 12:00:00 AM,3/26/2024 12:00:00 AM,27351,12028,15323
1/30/2024 12:00:00 AM,3/27/2024 12:00:00 AM,26411,11178,15233
1/30/2024 12:00:00 AM,3/28/2024 12:00:00 AM,26217,10993,15224
1/30/2024 12:00:00 AM,3/29/2024 12:00:00 AM,25203,9411,15792
1/30/2024 12:00:00 AM,3/30/2024 12:00:00 AM,28586,11434,17152
1/30/2024 12:00:00 AM,3/31/2024 12:00:00 AM,30020,12674,17346
1/30/2024 12:00:00 AM,4/1/2024 12:00:00 AM,30633,13355,17278
1/30/2024 12:00:00 AM,4/2/2024 12:00:00 AM,29656,13453,16203
1/30/2024 12:00:00 AM,4/3/2024 12:00:00 AM,30211,13357,16854
1/30/2024 12:00:00 AM,4/4/2024 12:00:00 AM,30879,13337,17542
1/30/2024 12:00:00 AM,4/5/2024 12:00:00 AM,31176,13616,17560
1/30/2024 12:00:00 AM,4/6/2024 12:00:00 AM,38350,17980,20370
1/30/2024 12:00:00 AM,4/7/2024 12:00:00 AM,40057,19840,20217
1/30/2024 12:00:00 AM,4/8/2024 12:00:00 AM,39835,18241,21594
1/30/2024 12:00:00 AM,4/9/2024 12:00:00 AM,40450,18897,21553
1/30/2024 12:00:00 AM,4/10/2024 12:00:00 AM,41335,20381,20954
1/30/2024 12:00:00 AM,4/11/2024 12:00:00 AM,40525,20417,20108
1/30/2024 12:00:00 AM,4/12/2024 12:00:00 AM,43979,21041,22938
1/30/2024 12:00:00 AM,4/13/2024 12:00:00 AM,46677,23088,23589
1/30/2024 12:00:00 AM,4/14/2024 12:00:00 AM,47389,24353,23036
1/30/2024 12:00:00 AM,4/15/2024 12:00:00 AM,47564,24939,22625
1/30/2024 12:00:00 AM,4/16/2024 12:00:00 AM,45173,25105,20068
1/30/2024 12:00:00 AM,4/17/2024 12:00:00 AM,43544,25043,18501
1/30/2024 12:00:00 AM,4/18/2024 12:00:00 AM,42639,24138,18501
1/30/2024 12:00:00 AM,4/19/2024 12:00:00 AM,42120,22899,19221
1/30/2024 12:00:00 AM,4/20/2024 12:00:00 AM,43691,22713,20978
1/30/2024 12:00:00 AM,4/21/2024 12:00:00 AM,42564,22136,20428
1/30/2024 12:00:00 AM,4/22/2024 12:00:00 AM,40915,21718,19197
1/30/2024 12:00:00 AM,4/23/2024 12:00:00 AM,34542,16436,18106
1/30/2024 12:00:00 AM,4/24/2024 12:00:00 AM,33680,15681,17999
1/30/2024 12:00:00 AM,4/25/2024 12:00:00 AM,33891,16423,17468
1/30/2024 12:00:00 AM,4/26/2024 12:00:00 AM,33848,16095,17753
1/30/2024 12:00:00 AM,4/27/2024 12:00:00 AM,36687,18220,18467
1/30/2024 12:00:00 AM,4/28/2024 12:00:00 AM,35874,16985,18889
1/30/2024 12:00:00 AM,4/29/2024 12:00:00 AM,33657,15602,18055
1/30/2024 12:00:00 AM,4/30/2024 12:00:00 AM,31349,14882,16467
1/29/2024 12:00:00 AM,1/30/2024 12:00:00 AM,1567,115,1452
1/29/2024 12:00:00 AM,1/31/2024 12:00:00 AM,1719,115,1604
1/29/2024 12:00:00 AM,2/1/2024 12:00:00 AM,1719,115,1604
1/29/2024 12:00:00 AM,2/2/2024 12:00:00 AM,1719,118,1601
1/29/2024 12:00:00 AM,2/3/2024 12:00:00 AM,1719,118,1601
1/29/2024 12:00:00 AM,2/4/2024 12:00:00 AM,1719,118,1601
1/29/2024 12:00:00 AM,2/5/2024 12:00:00 AM,1960,26,1934
1/29/2024 12:00:00 AM,2/6/2024 12:00:00 AM,1957,23,1934
1/29/2024 12:00:00 AM,2/7/2024 12:00:00 AM,1957,23,1934
1/29/2024 12:00:00 AM,2/8/2024 12:00:00 AM,1957,23,1934
1/29/2024 12:00:00 AM,2/9/2024 12:00:00 AM,1942,26,1916
1/29/2024 12:00:00 AM,2/10/2024 12:00:00 AM,1897,26,1871
1/29/2024 12:00:00 AM,2/11/2024 12:00:00 AM,2399,26,2373
1/29/2024 12:00:00 AM,2/12/2024 12:00:00 AM,3391,26,3365
1/29/2024 12:00:00 AM,2/13/2024 12:00:00 AM,3388,23,3365
